_0x0                                                             0x0-2018-06-24
perl528Packages.CatalystModelDBICSchema                          perl5.28.2-Catalyst-Model-DBIC-Schema-0.65
perl528Packages.CatalystPluginAccessLog                          perl5.28.2-Catalyst-Plugin-AccessLog-1.10
perl528Packages.CatalystPluginAuthentication                     perl5.28.2-Catalyst-Plugin-Authentication-0.10023
perl528Packages.CatalystPluginAuthorizationACL                   perl5.28.2-Catalyst-Plugin-Authorization-ACL-0.16
perl528Packages.CatalystPluginAuthorizationRoles                 perl5.28.2-Catalyst-Plugin-Authorization-Roles-0.09
perl528Packages.CatalystPluginCache                              perl5.28.2-Catalyst-Plugin-Cache-0.12
perl528Packages.CatalystPluginCacheHTTP                          perl5.28.2-Catalyst-Plugin-Cache-HTTP-0.001000
perl528Packages.CatalystPluginCaptcha                            perl5.28.2-Catalyst-Plugin-Captcha-0.04
perl528Packages.CatalystPluginConfigLoader                       perl5.28.2-Catalyst-Plugin-ConfigLoader-0.34
perl528Packages.CatalystPluginFormValidator                      perl5.28.2-Catalyst-Plugin-FormValidator-0.094
perl528Packages.CatalystPluginFormValidatorSimple                perl5.28.2-Catalyst-Plugin-FormValidator-Simple-0.15
perl528Packages.CatalystPluginLogHandler                         perl5.28.2-Catalyst-Plugin-Log-Handler-0.08
perl528Packages.CatalystPluginSession                            perl5.28.2-Catalyst-Plugin-Session-0.41
perl528Packages.CatalystPluginSessionDynamicExpiry               perl5.28.2-Catalyst-Plugin-Session-DynamicExpiry-0.04
perl528Packages.CatalystPluginSessionStateCookie                 perl5.28.2-Catalyst-Plugin-Session-State-Cookie-0.17
perl528Packages.CatalystPluginSessionStoreFastMmap               perl5.28.2-Catalyst-Plugin-Session-Store-FastMmap-0.16
perl528Packages.CatalystPluginSessionStoreFile                   perl5.28.2-Catalyst-Plugin-Session-Store-File-0.18
perl528Packages.CatalystPluginStackTrace                         perl5.28.2-Catalyst-Plugin-StackTrace-0.12
perl528Packages.CatalystPluginStaticSimple                       perl5.28.2-Catalyst-Plugin-Static-Simple-0.36
perl528Packages.CatalystPluginStatusMessage                      perl5.28.2-Catalyst-Plugin-StatusMessage-1.002000
perl528Packages.CatalystPluginUnicodeEncoding                    perl5.28.2-Catalyst-Runtime-5.90124
perl528Packages.CatalystTraitForRequestProxyBase                 perl5.28.2-Catalyst-TraitFor-Request-ProxyBase-0.000005
perl528Packages.CatalystViewCSV                                  perl5.28.2-Catalyst-View-CSV-1.7
perl528Packages.CatalystViewDownload                             perl5.28.2-Catalyst-View-Download-0.09
perl528Packages.CatalystViewJSON                                 perl5.28.2-Catalyst-View-JSON-0.36
perl528Packages.CatalystViewTT                                   perl5.28.2-Catalyst-View-TT-0.44
perl528Packages.CatalystXComponentTraits                         perl5.28.2-CatalystX-Component-Traits-0.19
perl528Packages.CatalystXRoleApplicator                          perl5.28.2-CatalystX-RoleApplicator-0.005
perl528Packages.CatalystXScriptServerStarman                     perl5.28.2-CatalystX-Script-Server-Starman-0.03
perl528Packages.CDDB_get                                         perl5.28.2-CDDB_get-2.28
perl528Packages.CGI                                              perl5.28.2-CGI-4.42
perl528Packages.CGICompile                                       perl5.28.2-CGI-Compile-0.22
perl528Packages.CGICookieXS                                      perl5.28.2-CGI-Cookie-XS-0.18
perl528Packages.CGIEmulatePSGI                                   perl5.28.2-CGI-Emulate-PSGI-0.23
perl528Packages.CGIExpand                                        perl5.28.2-CGI-Expand-2.05
perl528Packages.CGIFast                                          perl5.28.2-CGI-Fast-2.15
perl528Packages.CGIFormBuilder                                   perl5.28.2-CGI-FormBuilder-3.10
perl528Packages.CGIMinimal                                       perl5.28.2-CGI-Minimal-1.29
perl528Packages.CGIPSGI                                          perl5.28.2-CGI-PSGI-0.15
perl528Packages.CGISession                                       perl5.28.2-CGI-Session-4.48
perl528Packages.CGISimple                                        perl5.28.2-CGI-Simple-1.21
perl528Packages.CGIStruct                                        perl5.28.2-CGI-Struct-1.21
perl528Packages.Chart                                            perl5.28.2-Chart-2.4.10
perl528Packages.CHI                                              perl5.28.2-CHI-0.60
perl528Packages.ClassAccessor                                    perl5.28.2-Class-Accessor-0.51
perl528Packages.ClassAccessorChained                             perl5.28.2-Class-Accessor-Chained-0.01
perl528Packages.ClassAccessorGrouped                             perl5.28.2-Class-Accessor-Grouped-0.10014
perl528Packages.ClassAccessorLite                                perl5.28.2-Class-Accessor-Lite-0.08
perl528Packages.ClassAutouse                                     perl5.28.2-Class-Autouse-2.01
perl528Packages.ClassBase                                        perl5.28.2-Class-Base-0.09
perl528Packages.ClassC3                                          perl5.28.2-Class-C3-0.34
perl528Packages.ClassC3AdoptNEXT                                 perl5.28.2-Class-C3-Adopt-NEXT-0.14
perl528Packages.ClassC3Componentised                             perl5.28.2-Class-C3-Componentised-1.001002
perl528Packages.ClassClassgenclassgen                            perl5.28.2-Class-Classgen-classgen-3.03
perl528Packages.ClassContainer                                   perl5.28.2-Class-Container-0.13
perl528Packages.ClassDataAccessor                                perl5.28.2-Class-Data-Accessor-0.04004
perl528Packages.ClassDataInheritable                             perl5.28.2-Class-Data-Inheritable-0.08
perl528Packages.ClassEHierarchy                                  perl5.28.2-Class-EHierarchy-2.00
perl528Packages.ClassFactory                                     perl5.28.2-Class-Factory-1.06
perl528Packages.ClassFactoryUtil                                 perl5.28.2-Class-Factory-Util-1.7
perl528Packages.ClassInspector                                   perl5.28.2-Class-Inspector-1.34
perl528Packages.ClassISA                                         perl5.28.2-Class-ISA-0.36
perl528Packages.ClassIterator                                    perl5.28.2-Class-Iterator-0.3
perl528Packages.ClassLoad                                        perl5.28.2-Class-Load-0.25
perl528Packages.ClassLoadXS                                      perl5.28.2-Class-Load-XS-0.10
perl528Packages.ClassMakeMethods                                 perl5.28.2-Class-MakeMethods-1.01
perl528Packages.ClassMethodModifiers                             perl5.28.2-Class-Method-Modifiers-2.12
perl528Packages.ClassMethodMaker                                 perl5.28.2-Class-MethodMaker-2.24
perl528Packages.ClassMix                                         perl5.28.2-Class-Mix-0.006
perl528Packages.ClassObservable                                  perl5.28.2-Class-Observable-1.04
perl528Packages.ClassReturnValue                                 perl5.28.2-Class-ReturnValue-0.55
perl528Packages.ClassSingleton                                   perl5.28.2-Class-Singleton-1.5
perl528Packages.ClassStd                                         perl5.28.2-Class-Std-0.013
perl528Packages.ClassStdFast                                     perl5.28.2-Class-Std-Fast-0.0.8
perl528Packages.ClassThrowable                                   perl5.28.2-Class-Throwable-0.13
perl528Packages.ClassTiny                                        perl5.28.2-Class-Tiny-1.006
perl528Packages.ClassUnload                                      perl5.28.2-Class-Unload-0.11
perl528Packages.ClassVirtual                                     perl5.28.2-Class-Virtual-0.08
perl528Packages.ClassXSAccessor                                  perl5.28.2-Class-XSAccessor-1.19
perl528Packages.Clipboard                                        perl5.28.2-Clipboard-0.20
perl528Packages.Clone                                            perl5.28.2-Clone-0.41
perl528Packages.CloneChoose                                      perl5.28.2-Clone-Choose-0.010
perl528Packages.ClonePP                                          perl5.28.2-Clone-PP-1.07
perl528Packages.CodeTidyAll                                      perl5.28.2-Code-TidyAll-0.73
perl528Packages.CodeTidyAllPluginPerlAlignMooseAttributes        perl5.28.2-Code-TidyAll-Plugin-Perl-AlignMooseAttributes-0.01
perl528Packages.CommonSense                                      perl5.28.2-common-sense-3.74
perl528Packages.CompressBzip2                                    perl5.28.2-Compress-Bzip2-2.26
perl528Packages.CompressRawBzip2                                 perl5.28.2-Compress-Raw-Bzip2-2.086
perl528Packages.CompressRawZlib                                  perl5.28.2-Compress-Raw-Zlib-2.086
perl528Packages.CompressUnLZMA                                   perl5.28.2-Compress-unLZMA-0.05
perl528Packages.ConfigAny                                        perl5.28.2-Config-Any-0.32
perl528Packages.ConfigAutoConf                                   perl5.28.2-Config-AutoConf-0.317
perl528Packages.ConfigGeneral                                    perl5.28.2-Config-General-2.63
perl528Packages.ConfigGitLike                                    perl5.28.2-Config-GitLike-1.17
perl528Packages.ConfigGrammar                                    perl5.28.2-Config-Grammar-1.13
perl528Packages.ConfigIdentity                                   perl5.28.2-Config-Identity-0.0019
perl528Packages.ConfigINI                                        perl5.28.2-Config-INI-0.025
perl528Packages.ConfigIniFiles                                   perl5.28.2-Config-IniFiles-3.000002
perl528Packages.ConfigMerge                                      perl5.28.2-Config-Merge-1.04
perl528Packages.ConfigMVP                                        perl5.28.2-Config-MVP-2.200011
perl528Packages.ConfigMVPReaderINI                               perl5.28.2-Config-MVP-Reader-INI-2.101463
perl528Packages.ConfigStd                                        perl5.28.2-Config-Std-0.903
perl528Packages.ConfigTiny                                       perl5.28.2-Config-Tiny-2.23
perl528Packages.ConfigVersioned                                  perl5.28.2-Config-Versioned-1.01
perl528Packages.Connector                                        perl5.28.2-Connector-1.26
perl528Packages.ConstFast                                        perl5.28.2-Const-Fast-0.014
perl528Packages.constantboolean                                  perl5.28.2-constant-boolean-0.02
perl528Packages.constant-defer                                   perl5.28.2-constant-defer-6
perl528Packages.ContextPreserve                                  perl5.28.2-Context-Preserve-0.03
perl528Packages.ConvertASN1                                      perl5.28.2-Convert-ASN1-0.27
perl528Packages.ConvertColor                                     perl5.28.2-Convert-Color-0.11
perl528Packages.CookieBaker                                      perl5.28.2-Cookie-Baker-0.10
perl528Packages.CookieXS                                         perl5.28.2-Cookie-XS-0.11
perl528Packages.Coro                                             perl5.28.2-Coro-6.54
perl528Packages.Corona                                           perl5.28.2-Corona-0.1004
perl528Packages.CPAN                                             perl5.28.2-CPAN-2.26
perl528Packages.CPANChanges                                      perl5.28.2-CPAN-Changes-0.400002
perl528Packages.CPANChecksums                                    perl5.28.2-CPAN-Checksums-2.12
perl528Packages.CPANDistnameInfo                                 perl5.28.2-CPAN-DistnameInfo-0.12
perl528Packages.CPANMetaCheck                                    perl5.28.2-CPAN-Meta-Check-0.014
perl528Packages.CPANPerlReleases                                 perl5.28.2-CPAN-Perl-Releases-3.94
perl528Packages.CPANUploader                                     perl5.28.2-CPAN-Uploader-0.103013
perl528Packages.CpanelJSONXS                                     perl5.28.2-Cpanel-JSON-XS-4.11
perl528Packages.CPANPLUS                                         perl5.28.2-CPANPLUS-0.9176
perl528Packages.CryptBlowfish                                    perl5.28.2-Crypt-Blowfish-2.14
perl528Packages.CryptCBC                                         perl5.28.2-Crypt-CBC-2.33
perl528Packages.CryptCurve25519                                  perl5.28.2-Crypt-Curve25519-0.06
perl528Packages.CryptDES                                         perl5.28.2-Crypt-DES-2.07
perl528Packages.CryptDH                                          perl5.28.2-Crypt-DH-0.07
perl528Packages.CryptDHGMP                                       perl5.28.2-Crypt-DH-GMP-0.00012
perl528Packages.CryptEd25519                                     perl5.28.2-Crypt-Ed25519-1.04
perl528Packages.CryptEksblowfish                                 perl5.28.2-Crypt-Eksblowfish-0.009
perl528Packages.CryptIDEA                                        perl5.28.2-Crypt-IDEA-1.10
perl528Packages.CryptJWT                                         perl5.28.2-Crypt-JWT-0.024
perl528Packages.CryptMySQL                                       perl5.28.2-Crypt-MySQL-0.04
perl528Packages.CryptOpenSSLAES                                  perl5.28.2-Crypt-OpenSSL-AES-0.02
perl528Packages.CryptOpenSSLBignum                               perl5.28.2-Crypt-OpenSSL-Bignum-0.09
perl528Packages.CryptOpenSSLGuess                                perl5.28.2-Crypt-OpenSSL-Guess-0.11
perl528Packages.CryptOpenSSLRandom                               perl5.28.2-Crypt-OpenSSL-Random-0.15
perl528Packages.CryptOpenSSLRSA                                  perl5.28.2-Crypt-OpenSSL-RSA-0.31
perl528Packages.CryptPasswdMD5                                   perl5.28.2-Crypt-PasswdMD5-1.40
perl528Packages.CryptPKCS10                                      perl5.28.2-Crypt-PKCS10-2.001
perl528Packages.CryptRandomSource                                perl5.28.2-Crypt-Random-Source-0.14
perl528Packages.CryptRandPasswd                                  perl5.28.2-Crypt-RandPasswd-0.06
perl528Packages.CryptRC4                                         perl5.28.2-Crypt-RC4-2.02
perl528Packages.CryptRijndael                                    perl5.28.2-Crypt-Rijndael-1.13
perl528Packages.CryptSmbHash                                     perl5.28.2-Crypt-SmbHash-0.12
perl528Packages.CryptSSLeay                                      perl5.28.2-Crypt-SSLeay-0.72
perl528Packages.CryptUnixCryptXS                                 perl5.28.2-Crypt-UnixCrypt_XS-0.11
perl528Packages.CryptX                                           perl5.28.2-CryptX-0.063
perl528Packages.CSSDOM                                           perl5.28.2-CSS-DOM-0.17
perl528Packages.CSSMinifierXP                                    perl5.28.2-CSS-Minifier-XS-0.09
perl528Packages.CSSSquish                                        perl5.28.2-CSS-Squish-0.10
perl528Packages.curry                                            perl5.28.2-curry-1.001000
perl528Packages.Curses                                           perl5.28.2-Curses-1.36
perl528Packages.CursesUI                                         perl5.28.2-Curses-UI-0.9609
perl528Packages.CwdGuard                                         perl5.28.2-Cwd-Guard-0.05
perl528Packages.DataBinary                                       perl5.28.2-Data-Binary-0.01
perl528Packages.DataClone                                        perl5.28.2-Data-Clone-0.004
perl528Packages.DataCompare                                      perl5.28.2-Data-Compare-1.25
perl528Packages.DataDump                                         perl5.28.2-Data-Dump-1.23
perl528Packages.DataDumper                                       perl5.28.2-Data-Dumper-2.173
perl528Packages.DataDumperConcise                                perl5.28.2-Data-Dumper-Concise-2.023
perl528Packages.DataEntropy                                      perl5.28.2-Data-Entropy-0.007
perl528Packages.DataFloat                                        perl5.28.2-Data-Float-0.013
perl528Packages.DataFormValidator                                perl5.28.2-Data-FormValidator-4.88
perl528Packages.DataGUID                                         perl5.28.2-Data-GUID-0.049
perl528Packages.DataHexDump                                      perl5.28.2-Data-HexDump-0.02
perl528Packages.DataHexdumper                                    perl5.28.2-Data-Hexdumper-3.0001
perl528Packages.DataHierarchy                                    perl5.28.2-Data-Hierarchy-0.34
perl528Packages.DataICal                                         perl5.28.2-Data-ICal-0.22
perl528Packages.DataIEEE754                                      perl5.28.2-Data-IEEE754-0.02
perl528Packages.DataInteger                                      perl5.28.2-Data-Integer-0.006
perl528Packages.DataOptList                                      perl5.28.2-Data-OptList-0.110
perl528Packages.DataPage                                         perl5.28.2-Data-Page-2.02
perl528Packages.DataPagePageset                                  perl5.28.2-Data-Page-Pageset-1.02
perl528Packages.DataPassword                                     perl5.28.2-Data-Password-1.12
perl528Packages.DataPerl                                         perl5.28.2-Data-Perl-0.002009
perl528Packages.DataPrinter                                      perl5.28.2-Data-Printer-0.40
perl528Packages.DataSection                                      perl5.28.2-Data-Section-0.200007
perl528Packages.DataSerializer                                   perl5.28.2-Data-Serializer-0.60
perl528Packages.DataSpreadPagination                             perl5.28.2-Data-SpreadPagination-0.1.2
perl528Packages.DataStreamBulk                                   perl5.28.2-Data-Stream-Bulk-0.11
perl528Packages.DataStructureUtil                                perl5.28.2-Data-Structure-Util-0.16
perl528Packages.DataTaxi                                         perl5.28.2-Data-Taxi-0.96
perl528Packages.DataUniqid                                       perl5.28.2-Data-Uniqid-0.12
perl528Packages.DataURIEncode                                    perl5.28.2-Data-URIEncode-0.11
perl528Packages.DataUUID                                         perl5.28.2-Data-UUID-1.224
perl528Packages.DataUUIDMT                                       perl5.28.2-Data-UUID-MT-1.001
perl528Packages.DataValidateDomain                               perl5.28.2-Data-Validate-Domain-0.14
perl528Packages.DataValidateIP                                   perl5.28.2-Data-Validate-IP-0.27
perl528Packages.DataValidateURI                                  perl5.28.2-Data-Validate-URI-0.07
perl528Packages.DataVisitor                                      perl5.28.2-Data-Visitor-0.30
perl528Packages.DateCalc                                         perl5.28.2-Date-Calc-6.4
perl528Packages.DateExtract                                      perl5.28.2-Date-Extract-0.06
perl528Packages.DateManip                                        perl5.28.2-Date-Manip-6.76
perl528Packages.DateSimple                                       perl5.28.2-Date-Simple-3.03
perl528Packages.DateTime                                         perl5.28.2-DateTime-1.50
perl528Packages.DateTimeCalendarJulian                           perl5.28.2-DateTime-Calendar-Julian-0.100
perl528Packages.DateTimeEventICal                                perl5.28.2-DateTime-Event-ICal-0.13
perl528Packages.DateTimeEventRecurrence                          perl5.28.2-DateTime-Event-Recurrence-0.19
perl528Packages.DateTimeFormatBuilder                            perl5.28.2-DateTime-Format-Builder-0.82
perl528Packages.DateTimeFormatDateParse                          perl5.28.2-DateTime-Format-DateParse-0.05
perl528Packages.DateTimeFormatFlexible                           perl5.28.2-DateTime-Format-Flexible-0.31
perl528Packages.DateTimeFormatHTTP                               perl5.28.2-DateTime-Format-HTTP-0.42
perl528Packages.DateTimeFormatICal                               perl5.28.2-DateTime-Format-ICal-0.09
perl528Packages.DateTimeFormatISO8601                            perl5.28.2-DateTime-Format-ISO8601-0.08
perl528Packages.DateTimeFormatMail                               perl5.28.2-DateTime-Format-Mail-0.403
perl528Packages.DateTimeFormatMySQL                              perl5.28.2-DateTime-Format-MySQL-0.06
perl528Packages.DateTimeFormatNatural                            perl5.28.2-DateTime-Format-Natural-1.07
perl528Packages.DateTimeFormatPg                                 perl5.28.2-DateTime-Format-Pg-0.16013
perl528Packages.DateTimeFormatSQLite                             perl5.28.2-DateTime-Format-SQLite-0.11
perl528Packages.DateTimeFormatStrptime                           perl5.28.2-DateTime-Format-Strptime-1.76
perl528Packages.DateTimeFormatW3CDTF                             perl5.28.2-DateTime-Format-W3CDTF-0.07
perl528Packages.DateTimeLocale                                   perl5.28.2-DateTime-Locale-1.24
perl528Packages.DateTimeSet                                      perl5.28.2-DateTime-Set-0.3900
perl528Packages.DateTimeTimeZone                                 perl5.28.2-DateTime-TimeZone-2.34
perl528Packages.DateTimeXEasy                                    perl5.28.2-DateTimeX-Easy-0.089
perl528Packages.DBDMock                                          perl5.28.2-DBD-Mock-1.45
perl528Packages.DBDmysql                                         perl5.28.2-DBD-mysql-4.050
perl528Packages.DBDOracle                                        perl5.28.2-DBD-Oracle-1.76
perl528Packages.DBDPg                                            perl5.28.2-DBD-Pg-3.7.4
perl528Packages.DBDSQLite                                        perl5.28.2-DBD-SQLite-1.62
perl528Packages.DBDsybase                                        perl5.28.2-DBD-Sybase-1.16
perl528Packages.DBI                                              perl5.28.2-DBI-1.642
perl528Packages.DBIxClass                                        perl5.28.2-DBIx-Class-0.082841
perl528Packages.DBIxClassCandy                                   perl5.28.2-DBIx-Class-Candy-0.005003
perl528Packages.DBIxClassCursorCached                            perl5.28.2-DBIx-Class-Cursor-Cached-1.001004
perl528Packages.DBIxClassHelpers                                 perl5.28.2-DBIx-Class-Helpers-2.033004
perl528Packages.DBIxClassHTMLWidget                              perl5.28.2-DBIx-Class-HTMLWidget-0.16
perl528Packages.DBIxClassIntrospectableM2M                       perl5.28.2-DBIx-Class-IntrospectableM2M-0.001002
perl528Packages.DBIxClassSchemaLoader                            perl5.28.2-DBIx-Class-Schema-Loader-0.07049
perl528Packages.DBIxConnector                                    perl5.28.2-DBIx-Connector-0.56
perl528Packages.DBIxDBSchema                                     perl5.28.2-DBIx-DBSchema-0.45
perl528Packages.DBIxHTMLViewLATEST                               perl5.28.2-DBIx-HTMLView-LATEST
perl528Packages.DBIxIntrospector                                 perl5.28.2-DBIx-Introspector-0.001005
perl528Packages.DBIxSearchBuilder                                perl5.28.2-DBIx-SearchBuilder-1.67
perl528Packages.DBIxSimple                                       perl5.28.2-DBIx-Simple-1.37
perl528Packages.DBFile                                           perl5.28.2-DB_File-1.851
ddclient                                                         perl5.28.2-ddclient-3.9.0
perl528Packages.DebugShowStuff                                   perl5.28.2-Debug-ShowStuff-1.16
perl528Packages.DevelCaller                                      perl5.28.2-Devel-Caller-2.06
perl528Packages.DevelCheckBin                                    perl5.28.2-Devel-CheckBin-0.04
perl528Packages.DevelCheckCompiler                               perl5.28.2-Devel-CheckCompiler-0.07
perl528Packages.DevelChecklib                                    perl5.28.2-Devel-CheckLib-1.13
perl528Packages.DevelCheckOS                                     perl5.28.2-Devel-CheckOS-1.81
perl528Packages.DevelCycle                                       perl5.28.2-Devel-Cycle-1.12
perl528Packages.DevelDeclare                                     perl5.28.2-Devel-Declare-0.006019
perl528Packages.DevelFindPerl                                    perl5.28.2-Devel-FindPerl-0.015
perl528Packages.DevelGlobalDestruction                           perl5.28.2-Devel-GlobalDestruction-0.14
perl528Packages.DevelGlobalPhase                                 perl5.28.2-Devel-GlobalPhase-0.003003
perl528Packages.DevelHide                                        perl5.28.2-Devel-Hide-0.0010
perl528Packages.DevelNYTProf                                     perl5.28.2-Devel-NYTProf-6.06
perl528Packages.DevelOverloadInfo                                perl5.28.2-Devel-OverloadInfo-0.005
perl528Packages.DevelPartialDump                                 perl5.28.2-Devel-PartialDump-0.20
perl528Packages.DevelPatchPerl                                   perl5.28.2-Devel-PatchPerl-1.56
perl528Packages.DevelPPPort                                      perl5.28.2-Devel-PPPort-3.45
perl528Packages.DevelRefcount                                    perl5.28.2-Devel-Refcount-0.10
perl528Packages.DevelStackTrace                                  perl5.28.2-Devel-StackTrace-2.03
perl528Packages.DevelStackTraceAsHTML                            perl5.28.2-Devel-StackTrace-AsHTML-0.15
perl528Packages.DevelSymdump                                     perl5.28.2-Devel-Symdump-2.18
perl528Packages.DevelTrace                                       perl5.28.2-Devel-Trace-0.12
perl528Packages.DigestCRC                                        perl5.28.2-Digest-CRC-0.22.2
perl528Packages.DigestHMAC                                       perl5.28.2-Digest-HMAC-1.03
perl528Packages.DigestJHash                                      perl5.28.2-Digest-JHash-0.10
perl528Packages.DigestMD4                                        perl5.28.2-Digest-MD4-1.9
perl528Packages.DigestMD5File                                    perl5.28.2-Digest-MD5-File-0.08
perl528Packages.DigestPerlMD5                                    perl5.28.2-Digest-Perl-MD5-1.9
perl528Packages.DigestSHA1                                       perl5.28.2-Digest-SHA1-2.13
perl528Packages.DistCheckConflicts                               perl5.28.2-Dist-CheckConflicts-0.11
perl528Packages.DistZilla                                        perl5.28.2-Dist-Zilla-6.012
perl528Packages.DistZillaPluginCheckChangeLog                    perl5.28.2-Dist-Zilla-Plugin-CheckChangeLog-0.05
perl528Packages.DistZillaPluginMojibakeTests                     perl5.28.2-Dist-Zilla-Plugin-MojibakeTests-0.8
perl528Packages.DistZillaPluginPodWeaver                         perl5.28.2-Dist-Zilla-Plugin-PodWeaver-4.008
perl528Packages.DistZillaPluginReadmeAnyFromPod                  perl5.28.2-Dist-Zilla-Plugin-ReadmeAnyFromPod-0.163250
perl528Packages.DistZillaPluginReadmeMarkdownFromPod             perl5.28.2-Dist-Zilla-Plugin-ReadmeMarkdownFromPod-0.141140
perl528Packages.DistZillaPluginTestCompile                       perl5.28.2-Dist-Zilla-Plugin-Test-Compile-2.058
perl528Packages.DistZillaPluginTestCPANChanges                   perl5.28.2-Dist-Zilla-Plugin-Test-CPAN-Changes-0.012
perl528Packages.DistZillaPluginTestCPANMetaJSON                  perl5.28.2-Dist-Zilla-Plugin-Test-CPAN-Meta-JSON-0.004
perl528Packages.DistZillaPluginTestDistManifest                  perl5.28.2-Dist-Zilla-Plugin-Test-DistManifest-2.000005
perl528Packages.DistZillaPluginTestEOL                           perl5.28.2-Dist-Zilla-Plugin-Test-EOL-0.19
perl528Packages.DistZillaPluginTestKwalitee                      perl5.28.2-Dist-Zilla-Plugin-Test-Kwalitee-2.12
perl528Packages.DistZillaPluginTestMinimumVersion                perl5.28.2-Dist-Zilla-Plugin-Test-MinimumVersion-2.000008
perl528Packages.DistZillaPluginNoTabsTests                       perl5.28.2-Dist-Zilla-Plugin-Test-NoTabs-0.15
perl528Packages.DistZillaPluginTestPerlCritic                    perl5.28.2-Dist-Zilla-Plugin-Test-Perl-Critic-3.001
perl528Packages.DistZillaPluginTestPodLinkCheck                  perl5.28.2-Dist-Zilla-Plugin-Test-Pod-LinkCheck-1.004
perl528Packages.DistZillaPluginTestPortability                   perl5.28.2-Dist-Zilla-Plugin-Test-Portability-2.001000
perl528Packages.DistZillaPluginTestSynopsis                      perl5.28.2-Dist-Zilla-Plugin-Test-Synopsis-2.000007
perl528Packages.DistZillaPluginTestUnusedVars                    perl5.28.2-Dist-Zilla-Plugin-Test-UnusedVars-2.000007
perl528Packages.DistZillaPluginTestVersion                       perl5.28.2-Dist-Zilla-Plugin-Test-Version-1.09
perl528Packages.DistZillaPluginBundleTestingMania                perl5.28.2-Dist-Zilla-PluginBundle-TestingMania-0.25
perl528Packages.DistZillaRoleFileWatcher                         perl5.28.2-Dist-Zilla-Role-FileWatcher-0.006
perl528Packages.Dumbbench                                        perl5.28.2-Dumbbench-0.111
egypt                                                            perl5.28.2-egypt-1.10
perl528Packages.EmailAbstract                                    perl5.28.2-Email-Abstract-3.008
perl528Packages.EmailAddress                                     perl5.28.2-Email-Address-1.912
perl528Packages.EmailAddressList                                 perl5.28.2-Email-Address-List-0.06
perl528Packages.EmailAddressXS                                   perl5.28.2-Email-Address-XS-1.04
perl528Packages.EmailDateFormat                                  perl5.28.2-Email-Date-Format-1.005
perl528Packages.EmailMessageID                                   perl5.28.2-Email-MessageID-1.406
perl528Packages.EmailMIME                                        perl5.28.2-Email-MIME-1.946
perl528Packages.EmailMIMEAttachmentStripper                      perl5.28.2-Email-MIME-Attachment-Stripper-1.317
perl528Packages.EmailMIMEContentType                             perl5.28.2-Email-MIME-ContentType-1.022
perl528Packages.EmailMIMEEncodings                               perl5.28.2-Email-MIME-Encodings-1.315
perl528Packages.EmailOutlookMessage                              perl5.28.2-Email-Outlook-Message-0.919
perl528Packages.EmailReply                                       perl5.28.2-Email-Reply-1.204
perl528Packages.EmailSend                                        perl5.28.2-Email-Send-2.201
perl528Packages.EmailSender                                      perl5.28.2-Email-Sender-1.300031
perl528Packages.EmailSimple                                      perl5.28.2-Email-Simple-2.216
perl528Packages.EmailValid                                       perl5.28.2-Email-Valid-1.202
perl528Packages.EmailValidLoose                                  perl5.28.2-Email-Valid-Loose-0.05
perl528Packages.Encode                                           perl5.28.2-Encode-3.01
perl528Packages.EncodeDetect                                     perl5.28.2-Encode-Detect-1.01
perl528Packages.EncodeEUCJPASCII                                 perl5.28.2-Encode-EUCJPASCII-0.03
perl528Packages.EncodeHanExtra                                   perl5.28.2-Encode-HanExtra-0.23
perl528Packages.EncodeJIS2K                                      perl5.28.2-Encode-JIS2K-0.03
perl528Packages.EncodeLocale                                     perl5.28.2-Encode-Locale-1.05
perl528Packages.EncodeNewlines                                   perl5.28.2-Encode-Newlines-0.05
perl528Packages.enum                                             perl5.28.2-enum-1.11
perl528Packages.Env                                              perl5.28.2-Env-1.04
perl528Packages.EnvPath                                          perl5.28.2-Env-Path-0.19
perl528Packages.Error                                            perl5.28.2-Error-0.17027
perl528Packages.EV                                               perl5.28.2-EV-4.25
perl528Packages.EvalClosure                                      perl5.28.2-Eval-Closure-0.14
perl528Packages.ExceptionBase                                    perl5.28.2-Exception-Base-0.2501
perl528Packages.ExceptionClass                                   perl5.28.2-Exception-Class-1.44
perl528Packages.ExceptionDied                                    perl5.28.2-Exception-Died-0.06
perl528Packages.ExceptionWarning                                 perl5.28.2-Exception-Warning-0.0401
perl528Packages.Expect                                           perl5.28.2-Expect-1.35
perl528Packages.ExporterDeclare                                  perl5.28.2-Exporter-Declare-0.114
perl528Packages.ExporterLite                                     perl5.28.2-Exporter-Lite-0.08
perl528Packages.ExporterTiny                                     perl5.28.2-Exporter-Tiny-1.002001
perl528Packages.ExtUtilsCChecker                                 perl5.28.2-ExtUtils-CChecker-0.10
perl528Packages.ExtUtilsConfig                                   perl5.28.2-ExtUtils-Config-0.008
perl528Packages.ExtUtilsConstant                                 perl5.28.2-ExtUtils-Constant-0.25
perl528Packages.ExtUtilsCppGuess                                 perl5.28.2-ExtUtils-CppGuess-0.19
perl528Packages.ExtUtilsDepends                                  perl5.28.2-ExtUtils-Depends-0.8000
perl528Packages.ExtUtilsHelpers                                  perl5.28.2-ExtUtils-Helpers-0.026
perl528Packages.ExtUtilsInstall                                  perl5.28.2-ExtUtils-Install-2.14
perl528Packages.ExtUtilsInstallPaths                             perl5.28.2-ExtUtils-InstallPaths-0.012
